# operator_convention: H_A(k)=H(k+A_x*xhat); Jx=dH/dA_x; Kxx=d2H/dA_x2
# omega Re_sigma_exact Im_sigma_exact Re_sigma_L Im_sigma_L Re_reg_exact Im_reg_exact Re_reg_L Im_reg_L
0.646 0.16536092318038967 -0.39266757276114217 0.16536092318038925 -0.3926675727611437 0.2066155671738743 0.017340119851028294 0.20661556717387405 0.017340119851028322
0.647 0.1652120667533407 -0.38978858112555065 0.16521206675334044 -0.3897885811255514 0.20634055661853012 0.019598079532565763 0.20634055661853004 0.019598079532566606
0.648 0.16498195385323433 -0.38692328293010225 0.16498195385323422 -0.38692328293010386 0.20598486542885758 0.02184420477764943 0.20598486542885763 0.021844204777649427
0.649 0.16467145141285683 -0.3840754031704447 0.1646714514128563 -0.3840754031704455 0.2055493570501651 0.02407476234667943 0.20554935705016472 0.02407476234668029
0.65 0.1642816484169581 -0.3812485919654884 0.1642816484169582 -0.3812485919654883 0.20503511700599675 0.02628609392489797 0.205035117005997 0.026286093924899598
0.651 0.1638138483333937 -0.378446408342039 0.16381384833339346 -0.37844640834204146 0.2044434453290377 0.028474632337410637 0.2044434453290376 0.028474632337409815
0.652 0.1632695601585157 -0.375672304893602 0.16326956015851576 -0.37567230489360526 0.2037758476062714 0.030636916890039813 0.20377584760627163 0.030636916890038137
0.653 0.1626504881899011 -0.37292961344647807 0.1626504881899011 -0.37292961344647513 0.2030340247514766 0.03276960770288819 0.20303402475147678 0.032769607702892695
0.654 0.1619585206533335 -0.3702215318502473 0.16195852065333358 -0.370221531850249 0.20221986163197989 0.034869498919517995 0.20221986163198014 0.03486949891951797
0.655 0.16119571732232923 -0.3675511119921623 0.16119571732232996 -0.36755111199216234 0.20133541468795535 0.03693353069222381 0.2013354146879562 0.036933530692225366
0.656 0.16036429627724239 -0.36492124911614854 0.16036429627724197 -0.3649212491161484 0.2003828986913051 0.03895879986269978 0.20038289869130485 0.03895879986270145
0.657 0.15946661995696604 -0.36233467250805607 0.15946661995696607 -0.3623346725080577 0.1993646727971389 0.04094256927646047 0.1993646727971391 0.04094256927646045
0.658 0.1585051806595636 -0.3597939375889922 0.15850518065956423 -0.3597939375889935 0.19828322604418558 0.04288227568918131 0.19828322604418638 0.04288227568918164
0.659 0.15748258564875398 -0.35730141943933486 0.15748258564875361 -0.35730141943933563 0.197141162461061 0.04477553624236259 0.1971411624610608 0.04477553624236343
0.66 0.1564015420212618 -0.35485930775716784 0.1564015420212621 -0.35485930775716823 0.195941185933403 0.0466201535045737 0.19594118593340348 0.04662015350457488
0.661 0.15526484148574182 -0.3524696032368772 0.155264841485743 -0.35246960323687926 0.19468608498258302 0.04841411909253875 0.19468608498258436 0.04841411909253822
0.662 0.1540753451975343 -0.35013411533700634 0.1540753451975339 -0.3501341153370063 0.19337871760025066 0.05015561590296649 0.1933787176002504 0.05015561590296813
0.663 0.1528359687851777 -0.34785446139108367 0.15283596878517805 -0.3478544613910841 0.1920219962746379 0.051843019001410556 0.19202199627463842 0.05184301900141172
0.664 0.1515496676946694 -0.34563206700157323 0.15154966769467013 -0.3456320670015761 0.1906188733346134 0.053474895228008426 0.19061887333461427 0.05347489522800713
0.665 0.15021942296622404 -0.3434681676452382 0.15021942296622504 -0.34346816764524024 0.18917232672623635 0.05505000159181108 0.18917232672623752 0.05505000159181057
0.666 0.14884822754605728 -0.3413638114082363 0.14884822754605756 -0.3413638114082355 0.18768534632433842 0.05656728253538278 0.18768534632433886 0.056567282535385156
0.667 0.14743907322280994 -0.33931986276132475 0.1474390732228109 -0.3393198627613256 0.1861609208687473 0.05802586615929396 0.18616092086874841 0.058025866159294656
0.668 0.145994938264925 -0.3373370072794438 0.14599493826492685 -0.33733700727944677 0.18460202560146588 0.05942505950223791 0.18460202560146788 0.05942505950223651
0.669 0.1445187758218971 -0.3354157572057494 0.14451877582189707 -0.33541575720574934 0.18301161066772567 0.0607643429767016 0.18301161066772578 0.06076434297670319
0.67 0.14301350313903563 -0.33355645775780185 0.1430135031390362 -0.3335564577578027 0.18139259033055566 0.062043364062481406 0.18139259033055638 0.06204336406248213
0.671 0.14148199162250538 -0.3317592940729191 0.14148199162250708 -0.33175929407291965 0.1797478330356309 0.06326193036103826 0.17974783303563274 0.06326193036103928
0.672 0.13992705777909137 -0.33002429869047467 0.1399270577790911 -0.33002429869047456 0.17808015235084731 0.06442000211290996 0.17808015235084718 0.06442000211291157
0.673 0.1383514550435385 -0.32835135947119254 0.1383514550435391 -0.3283513594711933 0.17639229879347287 0.06551768427812817 0.17639229879347365 0.0655176842781289
0.674 0.136757866495613 -0.32674022785683343 0.13675786649561425 -0.32674022785683354 0.17468695254702293 0.0665552182762481 0.17468695254702435 0.06655521827624954
0.675 0.13514889845925607 -0.32519052737814397 0.13514889845925598 -0.32519052737814436 0.17296671706022923 0.06753297347811577 0.17296671706022929 0.06753297347811696
0.676 0.13352707496748592 -0.3237017623241778 0.13352707496748634 -0.3237017623241794 0.17123411351175946 0.06845143853626715 0.17123411351176004 0.0684514385362671
0.677 0.13189483306903563 -0.3222733264920318 0.13189483306903707 -0.3222733264920311 0.1694915761166744 0.0693112126349137 0.169491576116676 0.06931121263491594
0.678 0.13025451894613954 -0.3209045119424513 0.13025451894613943 -0.32090451194245245 0.16774144824403525 0.070112996734061 0.16774144824403528 0.07011299673406139
0.679 0.1286083848073606 -0.3195945176935795 0.12860838480736103 -0.3195945176935807 0.16598597930955397 0.07085758487548681 0.16598597930955455 0.07085758487548714
0.68 0.12695858651489178 -0.31834245829191277 0.1269585865148932 -0.31834245829191243 0.16422732240271928 0.07154585561151339 0.16422732240272084 0.07154585561151522
0.681 0.12530718190226361 -0.31714737220668976 0.12530718190226348 -0.3171473722066901 0.16246753260433056 0.0721787636103502 0.16246753260433058 0.07217876361035139
0.682 0.12365612973584747 -0.3160082300007576 0.12365612973584778 -0.3160082300007604 0.1607085659478294 0.07275733148496043 0.16070856594782984 0.07275733148495919
0.683 0.1220072892718499 -0.3149239422377317 0.1220072892718509 -0.31492394223773135 0.15895227897612363 0.07328264188563699 0.15895227897612477 0.07328264188563884
0.684 0.1203624203595722 -0.31389336709176413 0.12036242035957406 -0.313893367091767 0.15720042884467858 0.07375582988997072 0.15720042884468058 0.07375582988996936
0.685 0.1187231840415017 -0.3129153176325557 0.11872318404150126 -0.3129153176325556 0.15545467392144152 0.07417807571757934 0.15545467392144122 0.07417807571758094
0.686 0.11709114360120612 -0.31198856876380365 0.11709114360120725 -0.3119885687638037 0.1537165748345709 0.07455059779140023 0.15371657483457218 0.07455059779140168
0.687 0.11546776601092856 -0.3111118637989988 0.11546776601092994 -0.3111118637990005 0.151987595919868 0.074874646161638 0.15198759591986952 0.07487464616163786
0.688 0.11385442373218067 -0.3102839206632174 0.11385442373218103 -0.31028392066321664 0.15026910702120805 0.07515149630371842 0.15026910702120855 0.07515149630372071
0.689 0.11225239682438395 -0.30950343771417665 0.11225239682438487 -0.309503437714176 0.1485623855990214 0.07538244329698027 0.14856238559902246 0.0753824432969825
0.69 0.11066287531867265 -0.3087690991799275 0.11066287531867447 -0.3087690991799269 0.14686861910393786 0.0755687963867339 0.14686861910393983 0.07556879638673604
0.691 0.10908696181627005 -0.30807958021403936 0.10908696181627 -0.30807958021403975 0.1451889075750057 0.07571187392882717 0.1451889075750058 0.07571187392882832
0.692 0.10752567427330531 -0.3074335515724397 0.10752567427330612 -0.3074335515724405 0.14352426642435306 0.07581299871256106 0.143524266424354 0.07581299871256175
0.693 0.10597994893652829 -0.30682968391869064 0.10597994893652943 -0.30682968391869225 0.14187562937274883 0.07587349365516839 0.1418756293727501 0.07587349365516827
0.694 0.10445064339701092 -0.30626665176690504 0.10445064339701284 -0.30626665176690326 0.14024385150315138 0.07589467785865624 0.14024385150315344 0.07589467785865953
0.695 0.10293853973159706 -0.30574313707337114 0.10293853973159736 -0.3057431370733719 0.13862971240200755 0.07587786301794097 0.138629712402008 0.0758778630179417
0.696 0.1014443477044972 -0.30525783248966476 0.10144434770449821 -0.30525783248966487 0.13703391936069778 0.07582435016749837 0.13703391936069895 0.07582435016749979
0.697 0.09996870800404858 -0.3048094442911012 0.09996870800405042 -0.3048094442910998 0.13545711061214824 0.0757354267526752 0.1354571106121502 0.0757354267526781
0.698 0.09851219549215082 -0.3043966949955714 0.09851219549215126 -0.3043966949955714 0.1338998585801198 0.07561236401061858 0.13389985858012038 0.07561236401062008
0.699 0.09707532244635406 -0.3040183256883417 0.09707532244635483 -0.30401832568834364 0.13236267312115108 0.07545641464524461 0.132362673121152 0.07545641464524415
0.7 0.09565854177687066 -0.30367309806890397 0.09565854177687222 -0.3036730980689022 0.1308460047414263 0.07526881078015674 0.130846004741428 0.07526881078016003
0.701 0.09426225020298844 -0.3033597962361978 0.09426225020298876 -0.30335979623620013 0.12935024777304632 0.0750507621731957 0.1293502477730468 0.0750507621731949
0.702 0.09288679137542073 -0.30307722822867733 0.09288679137542172 -0.30307722822867667 0.12787574349623765 0.07480345467614528 0.12787574349623876 0.07480345467614748
0.703 0.09153245893306078 -0.30282422733536096 0.09153245893306214 -0.3028242273353607 0.12642278319596723 0.07452804892345795 0.12642278319596872 0.07452804892345972
0.704 0.09019949948438175 -0.3025996531940921 0.09019949948438158 -0.3025996531940943 0.12499161114320427 0.07422567923377035 0.12499161114320426 0.07422567923376959
0.705 0.08888811550537609 -0.302402392692575 0.08888811550537648 -0.30240239269257685 0.12358242749272275 0.07389745270864641 0.12358242749272327 0.07389745270864598
0.706 0.08759846814742939 -0.30223136068750345 0.08759846814743047 -0.30223136068750434 0.12219539109083957 0.07354444851322878 0.1221953910908408 0.07354444851322942
0.707 0.0863306799498886 -0.3020855005565085 0.08633067994988841 -0.30208550055650923 0.12083062218784874 0.07316771732407307 0.12083062218784867 0.07316771732407384
0.708 0.08508483745332351 -0.3019637845970721 0.08508483745332379 -0.3019637845970714 0.1194882050511496 0.07276828093001814 0.11948820505115003 0.07276828093002036
0.709 0.08386099371059484 -0.30186521428591967 0.08386099371059577 -0.3018652142859182 0.11816819047618356 0.0723471319725787 0.11816819047618463 0.07234713197258164
0.71 0.08265917069382384 -0.3017888204117707 0.08265917069382436 -0.3017888204117688 0.11687059819327303 0.071905233812982 0.1168705981932737 0.07190523381298536
0.711 0.08147936159624566 -0.30173366309362 0.081479361596246 -0.30173366309362 0.11559541916934582 0.07144352051367552 0.11559541916934628 0.07144352051367699
0.712 0.08032153302869176 -0.30169883169606443 0.08032153302869272 -0.3016988316960637 0.11434261780428948 0.07096289692279058 0.11434261780429056 0.07096289692279274
0.713 0.07918562711112981 -0.3016834446524381 0.07918562711113145 -0.301683444652436 0.11311213402236464 0.0704642388507994 0.11311213402236643 0.070464238850803
0.714 0.078071563460264 -0.3016866492059128 0.07807156346026475 -0.3016866492059118 0.1119038852596798 0.06994839332920842 0.11190388525968069 0.06994839332921096
0.715 0.07697924107470122 -0.30170762107798593 0.07697924107470222 -0.301707621077986 0.11071776834923319 0.06941617894186584 0.11071776834923434 0.06941617894186723
0.716 0.07590854011960954 -0.30174556407311864 0.07590854011961115 -0.3017455640731185 0.10955366130544827 0.0688683862201203 0.10955366130545002 0.06886838622012201
0.717 0.07485932361315115 -0.3017997096276731 0.07485932361315156 -0.30179970962767233 0.10841142501048463 0.06830577809368245 0.10841142501048517 0.06830577809368465
0.718 0.07383143901725486 -0.3018693163106698 0.0738314390172557 -0.30186931631066993 0.10729090480488987 0.06772909038966764 0.10729090480489083 0.06772909038966904
0.719 0.07282471973553141 -0.30195366928329187 0.07282471973553253 -0.3019536692832908 0.1061919319853952 0.06713903237289374 0.10619193198539645 0.06713903237289626
0.72 0.0718389865213159 -0.30205207972347564 0.07183898652131555 -0.3020520797234756 0.10511432521283949 0.06653628732109325 0.10511432521283927 0.06653628732109476
0.721 0.07087404879895248 -0.3021638842214437 0.07087404879895313 -0.3021638842214426 0.10405789183333652 0.06592151312918557 0.10405789183333732 0.06592151312918809
0.722 0.06992970590154755 -0.30228844415147066 0.0699297059015487 -0.30228844415146994 0.10302242911591213 0.06529534293731738 0.1030224291159134 0.0652953429373195
0.723 0.06900574822845393 -0.3024251450247414 0.06900574822845398 -0.3024251450247425 0.10200772540987302 0.06465838577781234 0.10200772540987318 0.06465838577781269
0.724 0.06810195832580936 -0.30257339582768 0.06810195832580968 -0.3025733958276796 0.1010135612252314 0.0640112272366517 0.10101356122523185 0.0640112272366535
0.725 0.06721811189343174 -0.30273262834971226 0.06721811189343303 -0.30273262834971276 0.10003971023948724 0.06335443012552214 0.10003971023948867 0.06335443012552312
0.726 0.06635397872136851 -0.30290229650408973 0.06635397872136935 -0.3029022965040894 0.09908594023406567 0.0626885351608046 0.09908594023406662 0.06268853516080634
0.727 0.0655093235593511 -0.30308187564492717 0.0655093235593515 -0.30308187564492717 0.0981520139636606 0.062014061646350004 0.09815201396366115 0.06201406164635143
0.728 0.06468390692235854 -0.30327086188340063 0.06468390692235929 -0.3032708618834014 0.09723768996168866 0.061331508157096815 0.09723768996168955 0.061331508157097474
0.729 0.06387748583541776 -0.30346877140564854 0.06387748583541894 -0.3034687714056479 0.09634272328498057 0.06064135322098663 0.09634272328498188 0.06064135322098872
0.73 0.06308981452069269 -0.30367513979466787 0.06308981452069287 -0.30367513979466754 0.09546686620076253 0.059944055996885605 0.09546686620076283 0.05994405599688742
0.731 0.062320645029824435 -0.30388952135825936 0.06232064502982485 -0.30388952135826236 0.0946098688188897 0.059240056946459334 0.09460986881889025 0.05924005694645781
0.732 0.06156972782438769 -0.3041114884648125 0.061569727824388555 -0.3041114884648133 0.09377147967219689 0.058529778498208056 0.09377147967219789 0.058529778498208694
0.733 0.06083681230723488 -0.30434063088845775 0.06083681230723544 -0.3043406308884571 0.09295144624773782 0.05781362570213692 0.09295144624773852 0.05781362570213905
0.734 0.060121647307381815 -0.304576555165065 0.060121647307382314 -0.3045765551650661 0.09214951547156713 0.05709198687358151 0.09214951547156776 0.057091986873581815
0.735 0.05942398152099404 -0.3048188839602277 0.05942398152099493 -0.30481888396022666 0.09136543414962386 0.056365234225048015 0.09136543414962488 0.056365234225050485
0.736 0.05874356391092563 -0.3050672554502682 0.05874356391092588 -0.3050672554502697 0.0905989493671684 0.055633724485034564 0.09059894936716878 0.05563372448503453
0.737 0.05808014406714234 -0.305321322717257 0.05808014406714304 -0.3053213227172563 0.0898498088491047 0.0548977995028394 0.08984980884910554 0.05489779950284151
0.738 0.057433472530275 -0.305580753158712 0.05743347253027574 -0.3055807531587121 0.08911776128343378 0.054157786838690776 0.08911776128343465 0.05415778683869216
0.739 0.056803301080423946 -0.30584522791276214 0.05680330108042418 -0.3058452279127626 0.08840255660995902 0.053414000338413516 0.08840255660995938 0.05341400033841456
